-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
-2.047,-1.348,1.761,-0.0469,0.041,-0.0567,0.0,0.0,0.0,0.0,0.0,0.0
