-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,Rot_par_r,,A Max:,0.5,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,A Min: ,-0.5,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,Rot_par_p,,B Max:,-0.155,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,B Min: ,-0.234,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,Rot_par_y,,C Max:,0.443,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,C Min: ,0.28,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,End_pos_x,,D Max:,-0.003,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,D Min: ,-0.009,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,End_pos_y,,E Max:,0.007,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,E Min: ,0.003,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,End_pos_z,,F Max:,-0.008,-0.008
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,F Min: ,-0.014,-0.009
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,-0.01
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,-0.011
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,-0.012
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,-0.013
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,-0.014
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,
-0.326,-0.215,0.28,-0.007,0.007,-0.009,0,0,0,0,0,0,,,,,,,
